measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Madagascar,Both,All Ages,All causes,Rate,2017,708.1470043937312,815.7695292876415,617.1991745096454
Deaths,Austria,Both,All Ages,All causes,Number,2017,81371.37953493644,85119.61869228807,77969.19503718271
Deaths,Austria,Both,All Ages,All causes,Rate,2017,925.3976890104279,968.0246159950235,886.706275766577
Deaths,Mongolia,Both,All Ages,All causes,Number,2017,21210.01455054702,22822.42608936416,19674.95540196368
Deaths,Mongolia,Both,All Ages,All causes,Rate,2017,652.3297038233787,701.9206147136716,605.1178229752865
Deaths,Northern Mariana Islands,Both,All Ages,All causes,Number,2017,265.4824325601155,288.3178241931259,242.77379964703783
Deaths,Northern Mariana Islands,Both,All Ages,All causes,Rate,2017,591.5627382947881,642.4458294062827,540.9620980209746
Deaths,Montenegro,Both,All Ages,All causes,Number,2017,6502.302865794328,6941.596711233466,6107.098997681401
Deaths,Montenegro,Both,All Ages,All causes,Rate,2017,1038.1792454389442,1108.3183580575112,975.0796848585859
Deaths,China,Both,All Ages,All causes,Number,2017,10452104.19125356,10762043.940796208,10151788.899856174
Deaths,China,Both,All Ages,All causes,Rate,2017,739.9822513432873,761.9251931137379,718.7206966003677
Deaths,Slovenia,Both,All Ages,All causes,Number,2017,19903.95618200428,21039.749976117593,18852.655750480815
Deaths,Slovenia,Both,All Ages,All causes,Rate,2017,962.0753460919493,1016.9749448234135,911.2598088562419
Deaths,Kuwait,Both,All Ages,All causes,Number,2017,7732.700448983594,8142.505480928954,7354.407004425124
Deaths,Kuwait,Both,All Ages,All causes,Rate,2017,181.42509424074572,191.0399651427719,172.54955014299145
Deaths,Costa Rica,Both,All Ages,All causes,Number,2017,23551.22803992005,24687.992813016073,22445.941088309104
Deaths,Costa Rica,Both,All Ages,All causes,Rate,2017,506.0716660695468,530.4986064258944,482.3211249878434
Deaths,Czech Republic,Both,All Ages,All causes,Number,2017,110500.69380344561,115822.31479449739,105463.56014875567
Deaths,Czech Republic,Both,All Ages,All causes,Rate,2017,1043.1746854466874,1093.41310578893,995.6219494871212
Deaths,Puerto Rico,Both,All Ages,All causes,Number,2017,34519.649664422854,35968.55119177526,33093.3552406515
Deaths,Puerto Rico,Both,All Ages,All causes,Rate,2017,941.6464095891668,981.1703599867801,902.7391484721584
Deaths,Poland,Both,All Ages,All causes,Number,2017,394350.87119056366,411207.58873703366,379107.8563828882
Deaths,Poland,Both,All Ages,All causes,Rate,2017,1027.1410079978755,1071.0466441131048,987.4384823074566
Deaths,Nicaragua,Both,All Ages,All causes,Number,2017,23173.67946185679,25173.18712681065,21391.394259425022
Deaths,Nicaragua,Both,All Ages,All causes,Rate,2017,362.28290798665165,393.541968620222,334.41976838202686
Deaths,Belgium,Both,All Ages,All causes,Number,2017,108891.57899005283,113903.30931694404,104219.0022388333
Deaths,Belgium,Both,All Ages,All causes,Rate,2017,961.9898115585978,1006.2653520316491,920.7104833489353
Deaths,Burundi,Both,All Ages,All causes,Number,2017,81916.8344968599,91909.86246261101,73118.99035278926
Deaths,Burundi,Both,All Ages,All causes,Rate,2017,751.1575371747807,842.7911839309932,670.4834366642079
Deaths,Bermuda,Both,All Ages,All causes,Number,2017,526.2722920407928,555.7818647365997,499.7483682834396
Deaths,Bermuda,Both,All Ages,All causes,Rate,2017,798.761031082733,843.5498164126802,758.5037783084595
Deaths,Argentina,Both,All Ages,All causes,Number,2017,332465.3298372004,363637.6064443386,306009.7693981891
Deaths,Argentina,Both,All Ages,All causes,Rate,2017,751.0640487031901,821.4845532632211,691.2989587800823
Deaths,Angola,Both,All Ages,All causes,Number,2017,184355.5217205569,205996.19922195852,163279.72162338096
Deaths,Angola,Both,All Ages,All causes,Rate,2017,653.6897010717206,730.4234374678746,578.958912773156
Deaths,Namibia,Both,All Ages,All causes,Number,2017,17000.852741055285,18946.69211522356,15259.523382885725
Deaths,Namibia,Both,All Ages,All causes,Rate,2017,722.363889408557,805.0423361840021,648.3750450212972
Deaths,Tonga,Both,All Ages,All causes,Number,2017,700.788622087912,778.6473154899419,629.6651332792981
Deaths,Tonga,Both,All Ages,All causes,Rate,2017,681.4487887190999,757.1587968981556,612.2881120607017
Deaths,United Kingdom,Both,All Ages,All causes,Number,2017,608261.5054415703,613315.2954516917,603285.952130737
Deaths,United Kingdom,Both,All Ages,All causes,Rate,2017,912.8187890114414,920.4030178927483,905.3519700409402
Deaths,Antigua and Barbuda,Both,All Ages,All causes,Number,2017,563.3243667609964,591.5619899682846,532.71865245947
Deaths,Antigua and Barbuda,Both,All Ages,All causes,Rate,2017,633.2521680004616,664.9950450537152,598.8472388366812
Deaths,Comoros,Both,All Ages,All causes,Number,2017,4418.41245733045,4904.444640908324,3944.5236174179277
Deaths,Comoros,Both,All Ages,All causes,Rate,2017,615.1021598978318,682.7643459851927,549.1304898021459
Deaths,Luxembourg,Both,All Ages,All causes,Number,2017,4416.967090777893,4726.902014758531,4116.199335476811
Deaths,Luxembourg,Both,All Ages,All causes,Rate,2017,747.9455448167381,800.428264477121,697.0151443906944
Deaths,South Africa,Both,All Ages,All causes,Number,2017,475367.45804488356,495033.0303946106,458467.5923671209
Deaths,South Africa,Both,All Ages,All causes,Rate,2017,865.0458970581894,900.832155428502,834.2925099300319
Deaths,Mexico,Both,All Ages,All causes,Number,2017,711319.577012929,718770.1457378558,703472.7259621646
Deaths,Mexico,Both,All Ages,All causes,Rate,2017,561.9982230767013,567.8847563869522,555.7985956661986
Deaths,North Korea,Both,All Ages,All causes,Number,2017,235062.45339909778,259505.86571665917,209700.0287408586
Deaths,North Korea,Both,All Ages,All causes,Rate,2017,914.0479415311679,1009.0969397432765,815.4253341522569
Deaths,Iraq,Both,All Ages,All causes,Number,2017,152177.65908493203,160521.79698470677,144598.81818698908
Deaths,Iraq,Both,All Ages,All causes,Rate,2017,351.41351215988766,370.6820619781613,333.91221062809916
Deaths,Greenland,Both,All Ages,All causes,Number,2017,448.65782940644266,466.9329439903467,428.11746112885123
Deaths,Greenland,Both,All Ages,All causes,Rate,2017,798.9586279530644,831.5024943845453,762.3808544671414
Deaths,Canada,Both,All Ages,All causes,Number,2017,279402.96124054916,291871.4240976295,267866.2115309283
Deaths,Canada,Both,All Ages,All causes,Rate,2017,776.4877899007157,811.138851308108,744.4260492345218
Deaths,Trinidad and Tobago,Both,All Ages,All causes,Number,2017,11408.591157925579,13258.570101507208,9795.329903938502
Deaths,Trinidad and Tobago,Both,All Ages,All causes,Rate,2017,819.6976278865335,952.617050688395,703.7861709196669
Deaths,Armenia,Both,All Ages,All causes,Number,2017,28294.130461731314,29041.681894904807,27586.067961230794
Deaths,Armenia,Both,All Ages,All causes,Rate,2017,934.6536963901801,959.3479244457984,911.2639253469192
Deaths,Benin,Both,All Ages,All causes,Number,2017,80805.06914519507,91840.56163819836,71219.84080738331
Deaths,Benin,Both,All Ages,All causes,Rate,2017,697.4792484690562,792.7335077863186,614.7431289633795
Deaths,Palestine,Both,All Ages,All causes,Number,2017,14447.75738505239,15132.5332690823,13803.049424649953
Deaths,Palestine,Both,All Ages,All causes,Rate,2017,297.7631819891278,311.87617134407964,284.475978402656
Deaths,Ethiopia,Both,All Ages,All causes,Number,2017,536989.9966367738,566670.4564489925,511091.8475770967
Deaths,Ethiopia,Both,All Ages,All causes,Rate,2017,521.9376372921566,550.7861245361606,496.7654388990614
Deaths,Lebanon,Both,All Ages,All causes,Number,2017,33578.40161473923,35490.81521846127,31797.17181324694
Deaths,Lebanon,Both,All Ages,All causes,Rate,2017,394.48405099688404,416.95137014547237,373.5578986471957
Deaths,Zambia,Both,All Ages,All causes,Number,2017,118470.65888474435,131104.32283241878,106838.98741770607
Deaths,Zambia,Both,All Ages,All causes,Rate,2017,682.2740080934631,755.0314369760969,615.2870664544928
Deaths,Chile,Both,All Ages,All causes,Number,2017,112316.15231399277,122690.74477973336,102863.0830358664
Deaths,Chile,Both,All Ages,All causes,Rate,2017,626.8259843842671,684.7256185948793,574.0692852485193
Deaths,Swaziland,Both,All Ages,All causes,Number,2017,10124.385382526321,11325.247551436893,9052.175396669785
Deaths,Swaziland,Both,All Ages,All causes,Rate,2017,900.3971220534914,1007.1940089772271,805.041725253953
Deaths,Libya,Both,All Ages,All causes,Number,2017,34455.83411325673,38113.290217899936,31023.88033002
Deaths,Libya,Both,All Ages,All causes,Rate,2017,498.7282168165204,551.6677728626063,449.0526760972249
Deaths,Germany,Both,All Ages,All causes,Number,2017,947309.1694293078,1026314.2287655789,870020.0729673469
Deaths,Germany,Both,All Ages,All causes,Rate,2017,1137.3006607621257,1232.1509051029693,1044.5105312958913
Deaths,United States,Both,All Ages,All causes,Number,2017,2857692.988212477,2907777.5291223195,2806192.6761370734
Deaths,United States,Both,All Ages,All causes,Rate,2017,879.7258879467933,895.1441527520271,863.8717853693117
Deaths,Taiwan (Province of China),Both,All Ages,All causes,Number,2017,179636.58242364353,187207.36378712681,172529.58996804483
Deaths,Taiwan (Province of China),Both,All Ages,All causes,Rate,2017,761.7165959838164,793.8191317330796,731.5806736236696
Deaths,Eritrea,Both,All Ages,All causes,Number,2017,41762.54259775644,47914.94193438147,36163.80200429316
Deaths,Eritrea,Both,All Ages,All causes,Rate,2017,712.7529900781581,817.7547632118172,617.2004003544358
Deaths,Turkey,Both,All Ages,All causes,Number,2017,402293.61543732067,430232.45478155895,374822.51525209664
Deaths,Turkey,Both,All Ages,All causes,Rate,2017,500.01163471423865,534.7368806452359,465.86774283049425
Deaths,Bulgaria,Both,All Ages,All causes,Number,2017,107619.39118096461,112030.39236977673,102918.2799151621
Deaths,Bulgaria,Both,All Ages,All causes,Rate,2017,1526.0098223876607,1588.556460747398,1459.349512484134
Deaths,Bangladesh,Both,All Ages,All causes,Number,2017,887218.6314470702,963528.4997166805,815985.8807723492
Deaths,Bangladesh,Both,All Ages,All causes,Rate,2017,565.1757981063643,613.7866919424488,519.7991284931114
Deaths,France,Both,All Ages,All causes,Number,2017,579163.2916984223,604715.4354033439,556349.8979931512
Deaths,France,Both,All Ages,All causes,Rate,2017,881.3580625783437,920.2427574360764,846.6411377229191
Deaths,Morocco,Both,All Ages,All causes,Number,2017,220711.28479259842,251069.81008649778,191721.28677206836
Deaths,Morocco,Both,All Ages,All causes,Rate,2017,621.9161159436065,707.4597987430598,540.2286436103143
Deaths,American Samoa,Both,All Ages,All causes,Number,2017,327.94781608249633,354.45973463857024,301.13522182405956
Deaths,American Samoa,Both,All Ages,All causes,Rate,2017,589.5079329354894,637.1648635192689,541.3105178505465
Deaths,Croatia,Both,All Ages,All causes,Number,2017,51210.60943917261,53718.20593031477,48808.60574069321
Deaths,Croatia,Both,All Ages,All causes,Rate,2017,1197.7700743154371,1256.4204998511073,1141.5893691853616
Deaths,The Bahamas,Both,All Ages,All causes,Number,2017,2517.1070019440717,2682.715967519124,2357.927212728148
Deaths,The Bahamas,Both,All Ages,All causes,Rate,2017,670.4409394190184,714.5515117429582,628.042802456219
Deaths,Uruguay,Both,All Ages,All causes,Number,2017,33513.55311245432,36397.15311727499,30705.78963025487
Deaths,Uruguay,Both,All Ages,All causes,Rate,2017,979.4898295977143,1063.7678787759762,897.4282300561175
Deaths,Central African Republic,Both,All Ages,All causes,Number,2017,63852.412998496126,72472.1090942581,55929.03674568875
Deaths,Central African Republic,Both,All Ages,All causes,Rate,2017,1381.334911797836,1567.8069116335207,1209.9265699146492
Deaths,Zimbabwe,Both,All Ages,All causes,Number,2017,117627.53254576428,128492.9563950274,106983.30403952372
Deaths,Zimbabwe,Both,All Ages,All causes,Rate,2017,799.4392852276162,873.2846383329397,727.0972557327972
Deaths,United Arab Emirates,Both,All Ages,All causes,Number,2017,26374.50982876709,31746.202407030618,21543.836143838005
Deaths,United Arab Emirates,Both,All Ages,All causes,Rate,2017,270.94964321937516,326.13391761969706,221.3233441928373
Deaths,Panama,Both,All Ages,All causes,Number,2017,18978.510380645643,19879.749138314015,18070.29147853017
Deaths,Panama,Both,All Ages,All causes,Rate,2017,484.01189402639795,506.9963258558794,460.84944649037885
Deaths,Mauritius,Both,All Ages,All causes,Number,2017,10332.646187656645,10882.739822665888,9795.224772492802
Deaths,Mauritius,Both,All Ages,All causes,Rate,2017,812.2434385515935,855.4859862504601,769.9970468455267
Deaths,Greece,Both,All Ages,All causes,Number,2017,120257.57546648482,125594.00258620612,114933.09149530524
Deaths,Greece,Both,All Ages,All causes,Rate,2017,1156.065113019811,1207.3654755737016,1104.8795628369085
Deaths,Malawi,Both,All Ages,All causes,Number,2017,129414.74174399888,142086.70693067793,118979.22459291664
Deaths,Malawi,Both,All Ages,All causes,Rate,2017,752.7957156321695,826.5075738997714,692.0931055904115
Deaths,Venezuela,Both,All Ages,All causes,Number,2017,172584.83700036426,195595.35221895517,153708.12370975802
Deaths,Venezuela,Both,All Ages,All causes,Rate,2017,559.7635140230047,634.3960662338985,498.53857938559975
Deaths,Chad,Both,All Ages,All causes,Number,2017,146652.59264164238,164489.42393382415,130956.85310311543
Deaths,Chad,Both,All Ages,All causes,Rate,2017,963.4198415771053,1080.5971574922958,860.3082182006685
Deaths,Belarus,Both,All Ages,All causes,Number,2017,120940.78765004365,126279.83555769775,115827.00645382734
Deaths,Belarus,Both,All Ages,All causes,Rate,2017,1274.2628035354546,1330.516366020127,1220.3827082394546
Deaths,Burkina Faso,Both,All Ages,All causes,Number,2017,182842.16533984357,208162.90396460524,162603.91508865863
Deaths,Burkina Faso,Both,All Ages,All causes,Rate,2017,865.6493630341193,985.5280639964393,769.8332343730907
Deaths,Cape Verde,Both,All Ages,All causes,Number,2017,3001.339103358731,3185.9029039125694,2813.875126393799
Deaths,Cape Verde,Both,All Ages,All causes,Rate,2017,549.8913137687555,583.706230132965,515.5450406461348
Deaths,Russian Federation,Both,All Ages,All causes,Number,2017,1834721.8725872417,1846658.3950764693,1822196.785838729
Deaths,Russian Federation,Both,All Ages,All causes,Rate,2017,1255.026702741203,1263.1917847003162,1246.4590181463898
Deaths,Dominica,Both,All Ages,All causes,Number,2017,687.8771962972756,723.1564088536088,653.4134318505419
Deaths,Dominica,Both,All Ages,All causes,Rate,2017,997.8907837997435,1049.0696879110849,947.8948352473527
Deaths,Slovakia,Both,All Ages,All causes,Number,2017,52781.96605103048,55286.67736710391,50410.2386692883
Deaths,Slovakia,Both,All Ages,All causes,Rate,2017,973.9789490993068,1020.1980704762505,930.2137634564308
Deaths,Serbia,Both,All Ages,All causes,Number,2017,123685.10176039873,128877.08741998373,118555.727802402
Deaths,Serbia,Both,All Ages,All causes,Rate,2017,1393.77654188382,1452.2837324438065,1335.97490696214
Deaths,Estonia,Both,All Ages,All causes,Number,2017,15296.437065496075,16779.67222070524,13854.006534458958
Deaths,Estonia,Both,All Ages,All causes,Rate,2017,1163.6312639653195,1276.4639969098432,1053.9026222675113
Deaths,Syria,Both,All Ages,All causes,Number,2017,114382.68351952036,124488.27863956915,105916.74465249495
Deaths,Syria,Both,All Ages,All causes,Rate,2017,630.8612971656507,686.5972586757421,584.1686247169824
Deaths,Barbados,Both,All Ages,All causes,Number,2017,2778.112749729664,2945.4233320634366,2606.5253215002585
Deaths,Barbados,Both,All Ages,All causes,Rate,2017,938.9201255883564,995.4661649787192,880.9286384976264
Deaths,Tunisia,Both,All Ages,All causes,Number,2017,66264.2220760711,77773.71099085065,55998.91896356389
Deaths,Tunisia,Both,All Ages,All causes,Rate,2017,579.122189325628,679.7104134006697,489.40764011109576
Deaths,Saudi Arabia,Both,All Ages,All causes,Number,2017,94588.1062340141,105514.68924471593,85535.86835662881
Deaths,Saudi Arabia,Both,All Ages,All causes,Rate,2017,274.6137464968836,306.3364441641203,248.33275772711588
Deaths,Belize,Both,All Ages,All causes,Number,2017,1874.538934725829,1946.235949575019,1812.2154113670977
Deaths,Belize,Both,All Ages,All causes,Rate,2017,474.6167604110976,492.7698135637904,458.83699280747004
Deaths,Cambodia,Both,All Ages,All causes,Number,2017,101856.85638815888,111126.53754754565,93884.55097880309
Deaths,Cambodia,Both,All Ages,All causes,Rate,2017,631.7729543198228,689.268679785285,582.3242758527136
Deaths,Cote d'Ivoire,Both,All Ages,All causes,Number,2017,185069.07267057963,204569.278718345,165625.0267465946
Deaths,Cote d'Ivoire,Both,All Ages,All causes,Rate,2017,741.3058403516955,819.415145286728,663.4214883337152
Deaths,Yemen,Both,All Ages,All causes,Number,2017,164695.35386264572,202465.5915301432,134862.41035166857
Deaths,Yemen,Both,All Ages,All causes,Rate,2017,540.8863748198568,664.929988977272,442.9101278437853
Deaths,The Gambia,Both,All Ages,All causes,Number,2017,13652.372808136182,15329.157662799409,12314.588517925566
Deaths,The Gambia,Both,All Ages,All causes,Rate,2017,640.2021907379838,718.8318437981422,577.469327713816
Deaths,Iceland,Both,All Ages,All causes,Number,2017,2203.945548239474,2276.3745192394504,2138.407851722433
Deaths,Iceland,Both,All Ages,All causes,Rate,2017,653.0779061633117,674.5402153224521,633.6576343465662
Deaths,Afghanistan,Both,All Ages,All causes,Number,2017,226650.05548051314,253551.81227429592,202692.84924881483
Deaths,Afghanistan,Both,All Ages,All causes,Rate,2017,689.8544078920706,771.7352416067874,616.9358979685747
Deaths,Oman,Both,All Ages,All causes,Number,2017,11176.805976824942,12785.77204984911,9703.22174451658
Deaths,Oman,Both,All Ages,All causes,Rate,2017,246.41228753227387,281.8847661131661,213.92453903708721
Deaths,Ghana,Both,All Ages,All causes,Number,2017,201638.6518283843,219694.80644622154,185652.128090785
Deaths,Ghana,Both,All Ages,All causes,Rate,2017,667.560683536864,727.3388005270036,614.6344483290791
Deaths,Malaysia,Both,All Ages,All causes,Number,2017,165133.20435599904,176854.0702620303,154446.72121331954
Deaths,Malaysia,Both,All Ages,All causes,Rate,2017,538.9495191890863,577.20321304291,504.07176717046156
Deaths,"Virgin Islands, U.S.",Both,All Ages,All causes,Number,2017,1256.8847524682822,1368.7397925830885,1096.4134892590666
Deaths,"Virgin Islands, U.S.",Both,All Ages,All causes,Rate,2017,1197.5765789453167,1304.1535550884485,1044.6774161257106
Deaths,Indonesia,Both,All Ages,All causes,Number,2017,1642526.1805629462,1719459.5945249246,1572156.3889209272
Deaths,Indonesia,Both,All Ages,All causes,Rate,2017,636.3059096563186,666.109505199171,609.0450265039096
Deaths,Lithuania,Both,All Ages,All causes,Number,2017,40898.85976975986,42857.903013888215,38973.39721424475
Deaths,Lithuania,Both,All Ages,All causes,Rate,2017,1436.233334926502,1505.0284853932646,1368.6174277116922
Deaths,Liberia,Both,All Ages,All causes,Number,2017,31198.812271839117,35136.69929060339,27767.8098910006
Deaths,Liberia,Both,All Ages,All causes,Rate,2017,660.6225344292976,744.0057376091326,587.972413369773
Deaths,Dominican Republic,Both,All Ages,All causes,Number,2017,67052.56531838792,73476.78484705377,60447.068605236396
Deaths,Dominican Republic,Both,All Ages,All causes,Rate,2017,641.5439265857876,703.0094201444531,578.3440135282831
Deaths,Romania,Both,All Ages,All causes,Number,2017,261100.99727086595,270830.8609055452,250664.94335014714
Deaths,Romania,Both,All Ages,All causes,Rate,2017,1343.5429750100034,1393.6097693570875,1289.8423492806376
Deaths,Guinea,Both,All Ages,All causes,Number,2017,108465.6337996916,120128.96022294689,98591.27775188572
Deaths,Guinea,Both,All Ages,All causes,Rate,2017,917.6459737916712,1016.3205876613831,834.1064898682358
Deaths,Latvia,Both,All Ages,All causes,Number,2017,28053.916765353606,30523.412426981507,25690.80203293588
Deaths,Latvia,Both,All Ages,All causes,Rate,2017,1442.0439121303575,1568.9823790356604,1320.5737002504625
Deaths,Cameroon,Both,All Ages,All causes,Number,2017,191215.04806230552,212936.20187996945,169870.6273712866
Deaths,Cameroon,Both,All Ages,All causes,Rate,2017,688.5734617144266,766.7922537406013,611.7113015840432
Deaths,Cuba,Both,All Ages,All causes,Number,2017,101444.37858326462,110745.39147411069,93210.03490027098
Deaths,Cuba,Both,All Ages,All causes,Rate,2017,891.6878848020015,973.4430360186587,819.3086696698911
Deaths,Laos,Both,All Ages,All causes,Number,2017,45555.09049897435,50338.149929851286,41363.78194170062
Deaths,Laos,Both,All Ages,All causes,Rate,2017,653.5715621503927,722.1933471113252,593.4395318717271
Deaths,Qatar,Both,All Ages,All causes,Number,2017,3745.6390007390805,4382.899165306932,3163.737561899115
Deaths,Qatar,Both,All Ages,All causes,Rate,2017,136.33837809696178,159.53415784131,115.1576133814954
Deaths,Moldova,Both,All Ages,All causes,Number,2017,41804.335534257494,42713.23233504385,40829.67510146029
Deaths,Moldova,Both,All Ages,All causes,Rate,2017,1123.2227790100467,1147.6435377032662,1097.0350454669415
Deaths,Guinea-Bissau,Both,All Ages,All causes,Number,2017,15504.474535477158,17357.90133632281,13778.84342407613
Deaths,Guinea-Bissau,Both,All Ages,All causes,Rate,2017,835.5772738590315,935.4633622268899,742.5784343013628
